ORDERNUMBER,QUANTITYORDERED,SALES,ORDERDATE,PRODUCTLINE
10105,43,6341.21,2/11/2003 0:00,Ships
10117,41,5189.78,4/16/2003 0:00,Ships
10129,45,6027.75,6/12/2003 0:00,Ships
10142,33,3366,8/8/2003 0:00,Ships
10153,40,5456.4,9/28/2003 0:00,Ships
10167,33,3812.16,10/23/2003 0:00,Ships
10177,50,6083,11/7/2003 0:00,Ships
10185,30,3170.7,11/14/2003 0:00,Ships
10197,41,4534.6,11/26/2003 0:00,Ships
10208,35,8,1/2/2018 0:00,Ships
10221,49,8,2/18/2018 0:00,Ships
10232,46,8,3/20/2018 0:00,Ships
10248,48,8,5/7/2018 0:00,Ships
10261,36,8,6/17/2018 0:00,Ships
10273,22,8,7/21/2018 0:00,Ships
10283,42,8,8/20/2018 0:00,Ships
10293,21,8,9/9/2018 0:00,Ships
10306,29,8,10/14/2018 0:00,Ships
10315,35,8,10/29/2018 0:00,Ships
10326,41,8,11/9/2018 0:00,Ships
10337,29,8,11/21/2018 0:00,Ships
10350,34,8,12/2/2018 0:00,Ships
10372,37,7,1/26/2019 0:00,Ships
10384,28,7,2/23/2019 0:00,Ships
10396,49,7,3/23/2019 0:00,Ships
10414,23,6,5/6/2019 0:00,Ships
10101,46,2472.96,1/9/2003 0:00,Vintage Cars
10110,39,1729.65,3/18/2003 0:00,Vintage Cars
10124,22,995.5,5/21/2003 0:00,Vintage Cars
10149,49,2414.72,9/12/2003 0:00,Vintage Cars
10162,43,1560.47,10/18/2003 0:00,Vintage Cars
10173,27,1112.94,11/5/2003 0:00,Vintage Cars
10182,31,1138.94,11/12/2003 0:00,Vintage Cars
10193,20,1012.4,11/21/2003 0:00,Vintage Cars
10205,24,913.92,12/3/2003 0:00,Vintage Cars
10214,49,8,1/26/2018 0:00,Vintage Cars
10227,24,8,3/2/2018 0:00,Vintage Cars
10244,39,8,4/29/2018 0:00,Vintage Cars
10255,37,8,6/4/2018 0:00,Vintage Cars
10280,45,8,8/17/2018 0:00,Vintage Cars
10289,45,8,9/3/2018 0:00,Vintage Cars
10304,44,8,10/11/2018 0:00,Vintage Cars
10312,23,8,10/21/2018 0:00,Vintage Cars
10322,30,8,11/4/2018 0:00,Vintage Cars
10332,26,8,11/17/2018 0:00,Vintage Cars
10345,43,8,11/25/2018 0:00,Vintage Cars
10356,26,8,12/9/2018 0:00,Vintage Cars
10367,28,7,1/12/2019 0:00,Vintage Cars
10380,27,7,2/16/2019 0:00,Vintage Cars
10391,24,7,3/9/2019 0:00,Vintage Cars
10421,40,6,5/29/2019 0:00,Vintage Cars
10103,36,3680.28,1/29/2003 0:00,Trucks and Buses
10114,21,2925.09,4/1/2003 0:00,Trucks and Buses
10126,27,3415.77,5/28/2003 0:00,Trucks and Buses
10140,47,5105.14,7/24/2003 0:00,Trucks and Buses
10151,42,5098.8,9/21/2003 0:00,Trucks and Buses
10165,32,4661.76,10/22/2003 0:00,Trucks and Buses
10175,28,2969.96,11/6/2003 0:00,Trucks and Buses
10184,24,3496.32,11/14/2003 0:00,Trucks and Buses
10194,49,5760.93,11/25/2003 0:00,Trucks and Buses
10207,46,6819.04,12/9/2003 0:00,Trucks and Buses
10217,28,8,2/4/2018 0:00,Trucks and Buses
10229,48,8,3/11/2018 0:00,Trucks and Buses
10246,29,8,5/5/2018 0:00,Trucks and Buses
10259,47,8,6/15/2018 0:00,Trucks and Buses
10271,43,8,7/20/2018 0:00,Trucks and Buses
10281,25,8,8/19/2018 0:00,Trucks and Buses
10291,48,8,9/8/2018 0:00,Trucks and Buses
10305,24,8,10/13/2018 0:00,Trucks and Buses
10313,42,8,10/22/2018 0:00,Trucks and Buses
10324,31,8,11/5/2018 0:00,Trucks and Buses
10334,42,8,11/19/2018 0:00,Trucks and Buses
10348,37,8,11/1/2018 0:00,Trucks and Buses
10358,41,8,12/10/2018 0:00,Trucks and Buses
10371,20,7,1/23/2019 0:00,Trucks and Buses
10382,20,7,2/17/2019 0:00,Trucks and Buses
10412,70,6,5/3/2019 0:00,Trucks and Buses
10425,49,6,5/31/2019 0:00,Trucks and Buses
10108,35,2060.45,3/3/2003 0:00,Motorcycles
10121,32,2460.16,5/7/2003 0:00,Motorcycles
10135,29,1787.56,7/2/2003 0:00,Motorcycles
10145,27,1645.65,8/25/2003 0:00,Motorcycles
10159,27,2169.18,10/10/2003 0:00,Motorcycles
10169,38,2816.18,11/4/2003 0:00,Motorcycles
10180,35,2521.05,11/11/2003 0:00,Motorcycles
10190,42,3199.98,11/19/2003 0:00,Motorcycles
10211,21,8,1/15/2018 0:00,Motorcycles
10224,37,8,2/21/2018 0:00,Motorcycles
10237,26,8,4/5/2018 0:00,Motorcycles
10252,47,8,5/26/2018 0:00,Motorcycles
10264,37,8,6/30/2018 0:00,Motorcycles
10276,46,8,8/2/2018 0:00,Motorcycles
10285,38,8,8/27/2018 0:00,Motorcycles
10299,33,8,9/30/2018 0:00,Motorcycles
10309,24,8,10/15/2018 0:00,Motorcycles
10319,31,8,11/3/2018 0:00,Motorcycles
10330,42,8,11/16/2018 0:00,Motorcycles
10341,32,8,11/24/2018 0:00,Motorcycles
10355,41,8,12/7/2018 0:00,Motorcycles
10363,43,7,1/6/2019 0:00,Motorcycles
10375,20,7,2/3/2019 0:00,Motorcycles
10390,35,7,3/4/2019 0:00,Motorcycles
10403,27,7,4/8/2019 0:00,Motorcycles
10110,43,3360.45,3/18/2003 0:00,Classic Cars
10124,32,2326.4,5/21/2003 0:00,Classic Cars
10148,21,1545.6,9/11/2003 0:00,Classic Cars
10161,20,2144.6,10/17/2003 0:00,Classic Cars
10172,22,1639.22,11/5/2003 0:00,Classic Cars
10182,36,2649.6,11/12/2003 0:00,Classic Cars
10192,46,3845.6,11/20/2003 0:00,Classic Cars
10204,47,4527.04,12/2/2003 0:00,Classic Cars
10212,45,8,1/16/2018 0:00,Classic Cars
10227,47,8,3/2/2018 0:00,Classic Cars
10241,47,8,4/13/2018 0:00,Classic Cars
10267,38,8,7/7/2018 0:00,Classic Cars
10279,49,8,8/9/2018 0:00,Classic Cars
10288,35,8,9/1/2018 0:00,Classic Cars
10302,49,5298.86,10/6/2003 0:00,Classic Cars
10311,28,8,10/16/2018 0:00,Classic Cars
10321,30,8,11/4/2018 0:00,Classic Cars
10332,39,8,11/17/2018 0:00,Classic Cars
10346,25,8,11/29/2018 0:00,Classic Cars
10368,40,7,1/19/2019 0:00,Classic Cars
10380,36,7,2/16/2019 0:00,Classic Cars
10407,76,7,4/22/2019 0:00,Classic Cars
10420,39,6,5/29/2019 0:00,Classic Cars
10104,44,1742.4,1/31/2003 0:00,Classic Cars
10114,24,721.44,4/1/2003 0:00,Classic Cars
10127,39,1489.41,6/3/2003 0:00,Classic Cars
10141,21,891.03,8/1/2003 0:00,Classic Cars
10151,30,1209.3,9/21/2003 0:00,Classic Cars
10165,27,859.14,10/22/2003 0:00,Classic Cars
10175,37,1151.44,11/6/2003 0:00,Classic Cars
10184,42,1336.44,11/14/2003 0:00,Classic Cars
10195,32,905.28,11/25/2003 0:00,Classic Cars
10207,42,1247.4,12/9/2003 0:00,Classic Cars
10219,21,8,2/10/2018 0:00,Classic Cars
10229,33,8,3/11/2018 0:00,Classic Cars
10246,49,8,5/5/2018 0:00,Classic Cars
10259,31,8,6/15/2018 0:00,Classic Cars
10271,38,8,7/20/2018 0:00,Classic Cars
10281,20,8,8/19/2018 0:00,Classic Cars
10292,39,8,9/8/2018 0:00,Classic Cars
10305,48,8,10/13/2018 0:00,Classic Cars
10314,39,8,10/22/2018 0:00,Classic Cars
10324,30,8,11/5/2018 0:00,Classic Cars
10335,33,8,11/19/2018 0:00,Classic Cars
10349,36,8,12/1/2018 0:00,Classic Cars
10358,36,8,12/10/2018 0:00,Classic Cars
10371,45,7,1/23/2019 0:00,Classic Cars
10383,40,7,2/22/2019 0:00,Classic Cars
10394,46,7,3/15/2019 0:00,Classic Cars
10412,30,6,5/3/2019 0:00,Classic Cars
10425,31,6,5/31/2019 0:00,Classic Cars
10106,49,3659.32,2/17/2003 0:00,Planes
10119,41,2443.6,4/28/2003 0:00,Planes
10131,35,2349.9,6/16/2003 0:00,Planes
10143,27,1646.19,8/10/2003 0:00,Planes
10155,23,1670.26,10/6/2003 0:00,Planes
10167,21,1467.48,10/23/2003 0:00,Planes
10178,34,2748.56,11/8/2003 0:00,Planes
10186,22,1522.4,11/14/2003 0:00,Planes
10198,48,3255.36,11/27/2003 0:00,Planes
10209,43,8,1/9/2018 0:00,Planes
10222,32,8,2/19/2018 0:00,Planes
10249,20,8,5/8/2018 0:00,Planes
10262,24,8,6/24/2018 0:00,Planes
10274,40,8,7/21/2018 0:00,Planes
10284,30,8,8/21/2018 0:00,Planes
10296,21,8,9/15/2018 0:00,Planes
10307,25,8,10/14/2018 0:00,Planes
10316,34,8,11/1/2018 0:00,Planes
10328,48,8,11/12/2018 0:00,Planes
10339,55,8,11/23/2018 0:00,Planes
10351,25,8,12/3/2018 0:00,Planes
10373,38,7,1/31/2019 0:00,Planes
10386,39,7,3/1/2019 0:00,Planes
10398,28,7,3/30/2019 0:00,Planes
10400,24,7,4/1/2019 0:00,Planes
10415,21,6,5/9/2019 0:00,Planes
10110,46,5942.28,3/18/2003 0:00,Classic Cars
10124,25,2348.75,5/21/2003 0:00,Classic Cars
10148,34,4392.12,9/11/2003 0:00,Classic Cars
10161,25,2759.75,10/17/2003 0:00,Classic Cars
10173,23,2728.03,11/5/2003 0:00,Classic Cars
10182,20,2395.8,11/12/2003 0:00,Classic Cars
10192,23,3052.33,11/20/2003 0:00,Classic Cars
10204,42,4242,12/2/2003 0:00,Classic Cars
10213,27,8,1/22/2018 0:00,Classic Cars
10227,33,8,3/2/2018 0:00,Classic Cars
10241,28,8,4/13/2018 0:00,Classic Cars
10267,43,8,7/7/2018 0:00,Classic Cars
10279,48,8,8/9/2018 0:00,Classic Cars
10288,48,8,9/1/2018 0:00,Classic Cars
10302,45,5548.95,10/6/2003 0:00,Classic Cars
10311,43,8,10/16/2018 0:00,Classic Cars
10332,44,8,11/17/2018 0:00,Classic Cars
10346,24,8,11/29/2018 0:00,Classic Cars
10368,31,7,1/19/2019 0:00,Classic Cars
10380,44,7,2/16/2019 0:00,Classic Cars
10407,59,7,4/22/2019 0:00,Classic Cars
10420,55,6,5/29/2019 0:00,Classic Cars
10109,29,930.9,3/10/2003 0:00,Classic Cars
10122,39,1207.44,5/8/2003 0:00,Classic Cars
10135,20,717.4,7/2/2003 0:00,Classic Cars
10147,25,1066.75,9/5/2003 0:00,Classic Cars
10160,42,1554,10/11/2003 0:00,Classic Cars
10171,36,1277.64,11/5/2003 0:00,Classic Cars
10181,37,1578.79,11/12/2003 0:00,Classic Cars
10192,30,917.7,11/20/2003 0:00,Classic Cars
10203,21,777,12/2/2003 0:00,Classic Cars
10212,34,8,1/16/2018 0:00,Classic Cars
10225,42,8,2/22/2018 0:00,Classic Cars
10239,20,8,4/12/2018 0:00,Classic Cars
10253,40,8,6/1/2018 0:00,Classic Cars
10266,34,8,7/6/2018 0:00,Classic Cars
10278,31,8,8/6/2018 0:00,Classic Cars
10287,36,8,8/30/2018 0:00,Classic Cars
10301,48,1649.28,10/5/2003 0:00,Classic Cars
10310,33,8,10/16/2018 0:00,Classic Cars
10321,37,8,11/4/2018 0:00,Classic Cars
10331,27,8,11/17/2018 0:00,Classic Cars
10342,39,8,11/24/2018 0:00,Classic Cars
10355,36,8,12/7/2018 0:00,Classic Cars
10367,36,7,1/12/2019 0:00,Classic Cars
10378,41,7,2/10/2019 0:00,Classic Cars
10390,37,7,3/4/2019 0:00,Classic Cars
10405,47,7,4/14/2019 0:00,Classic Cars
10419,15,6,5/17/2019 0:00,Classic Cars
10105,44,3193.52,2/11/2003 0:00,Vintage Cars
10119,35,3066.7,4/28/2003 0:00,Vintage Cars
10129,41,3883.11,6/12/2003 0:00,Vintage Cars
10142,49,4814.25,8/8/2003 0:00,Vintage Cars
10154,31,2826.27,10/2/2003 0:00,Vintage Cars
10167,20,1593.2,10/23/2003 0:00,Vintage Cars
10177,45,3266.1,11/7/2003 0:00,Vintage Cars
10185,33,2453.55,11/14/2003 0:00,Vintage Cars
10197,47,3910.4,11/26/2003 0:00,Vintage Cars
10208,20,8,1/2/2018 0:00,Vintage Cars
10222,47,8,2/19/2018 0:00,Vintage Cars
10233,40,8,3/29/2018 0:00,Vintage Cars
10248,30,8,5/7/2018 0:00,Vintage Cars
10261,22,8,6/17/2018 0:00,Vintage Cars
10273,27,8,7/21/2018 0:00,Vintage Cars
10283,34,8,8/20/2018 0:00,Vintage Cars
10295,46,8,9/10/2018 0:00,Vintage Cars
10306,31,8,10/14/2018 0:00,Vintage Cars
10315,24,8,10/29/2018 0:00,Vintage Cars
10326,41,8,11/9/2018 0:00,Vintage Cars
10339,55,8,11/23/2018 0:00,Vintage Cars
10350,30,8,12/2/2018 0:00,Vintage Cars
10373,33,7,1/31/2019 0:00,Vintage Cars
10384,43,7,2/23/2019 0:00,Vintage Cars
10396,27,7,3/23/2019 0:00,Vintage Cars
10414,60,6,5/6/2019 0:00,Vintage Cars
10110,27,1987.74,3/18/2003 0:00,Classic Cars
10124,49,4068.96,5/21/2003 0:00,Classic Cars
10148,31,2282.22,9/11/2003 0:00,Classic Cars
10161,20,1541,10/17/2003 0:00,Classic Cars
10172,24,1951.92,11/5/2003 0:00,Classic Cars
10182,33,3107.61,11/12/2003 0:00,Classic Cars
10192,32,2328.64,11/20/2003 0:00,Classic Cars
10204,40,3184.8,12/2/2003 0:00,Classic Cars
10212,27,8,1/16/2018 0:00,Classic Cars
10227,40,8,3/2/2018 0:00,Classic Cars
10241,26,8,4/13/2018 0:00,Classic Cars
10267,44,8,7/7/2018 0:00,Classic Cars
10279,33,8,8/9/2018 0:00,Classic Cars
10288,34,8,9/1/2018 0:00,Classic Cars
10302,48,3575.04,10/6/2003 0:00,Classic Cars
10311,25,8,10/16/2018 0:00,Classic Cars
10321,39,8,11/4/2018 0:00,Classic Cars
10332,45,8,11/17/2018 0:00,Classic Cars
10346,24,8,11/29/2018 0:00,Classic Cars
10368,46,7,1/19/2019 0:00,Classic Cars
10380,44,7,2/16/2019 0:00,Classic Cars
10407,13,7,4/22/2019 0:00,Classic Cars
10420,35,6,5/29/2019 0:00,Classic Cars
10108,30,1892.1,3/3/2003 0:00,Classic Cars
10122,34,1707.14,5/8/2003 0:00,Classic Cars
10135,27,1785.51,7/2/2003 0:00,Classic Cars
10147,30,2057.4,9/5/2003 0:00,Classic Cars
10159,50,3490,10/10/2003 0:00,Classic Cars
10169,34,1707.14,11/4/2003 0:00,Classic Cars
10181,23,1506.96,11/12/2003 0:00,Classic Cars
10191,48,2880.48,11/20/2003 0:00,Classic Cars
10203,34,2206.6,12/2/2003 0:00,Classic Cars
10211,48,8,1/15/2018 0:00,Classic Cars
10225,24,8,2/22/2018 0:00,Classic Cars
10238,47,8,4/9/2018 0:00,Classic Cars
10253,24,8,6/1/2018 0:00,Classic Cars
10266,47,8,7/6/2018 0:00,Classic Cars
10276,20,8,8/2/2018 0:00,Classic Cars
10287,20,8,8/30/2018 0:00,Classic Cars
10300,31,1822.18,10/4/2003 0:00,Classic Cars
10310,38,8,10/16/2018 0:00,Classic Cars
10320,26,8,11/3/2018 0:00,Classic Cars
10331,25,8,11/17/2018 0:00,Classic Cars
10342,48,8,11/24/2018 0:00,Classic Cars
10355,44,8,12/7/2018 0:00,Classic Cars
10363,21,7,1/6/2019 0:00,Classic Cars
10378,46,7,2/10/2019 0:00,Classic Cars
10390,46,7,3/4/2019 0:00,Classic Cars
10419,55,6,5/17/2019 0:00,Classic Cars
10106,31,1630.6,2/17/2003 0:00,Vintage Cars
10119,20,1459.6,4/28/2003 0:00,Vintage Cars
10131,29,1716.22,6/16/2003 0:00,Vintage Cars
10143,33,2560.47,8/10/2003 0:00,Vintage Cars
10155,34,1900.26,10/6/2003 0:00,Vintage Cars
10167,32,2019.84,10/23/2003 0:00,Vintage Cars
10178,27,1988.28,11/8/2003 0:00,Vintage Cars
10186,21,1449.84,11/14/2003 0:00,Vintage Cars
10198,27,1935.09,11/27/2003 0:00,Vintage Cars
10209,36,8,1/9/2018 0:00,Vintage Cars
10222,43,8,2/19/2018 0:00,Vintage Cars
10249,25,8,5/8/2018 0:00,Vintage Cars
10262,46,8,6/24/2018 0:00,Vintage Cars
10274,24,8,7/21/2018 0:00,Vintage Cars
10284,39,8,8/21/2018 0:00,Vintage Cars
10296,31,8,9/15/2018 0:00,Vintage Cars
10307,22,8,10/14/2018 0:00,Vintage Cars
10316,47,8,11/1/2018 0:00,Vintage Cars
10328,20,8,11/12/2018 0:00,Vintage Cars
10339,29,8,11/23/2018 0:00,Vintage Cars
10351,38,8,12/3/2018 0:00,Vintage Cars
10361,34,8,12/17/2018 0:00,Vintage Cars
10373,46,7,1/31/2019 0:00,Vintage Cars
10386,35,7,3/1/2019 0:00,Vintage Cars
10398,34,7,3/30/2019 0:00,Vintage Cars
10400,38,7,4/1/2019 0:00,Vintage Cars
10415,18,6,5/9/2019 0:00,Vintage Cars
10110,37,3724.42,3/18/2003 0:00,Classic Cars
10124,43,5203,5/21/2003 0:00,Classic Cars
10148,27,3469.5,9/11/2003 0:00,Classic Cars
10161,30,3148.2,10/17/2003 0:00,Classic Cars
10172,22,2167.22,11/5/2003 0:00,Classic Cars
10182,49,6244.07,11/12/2003 0:00,Classic Cars
10192,46,5566,11/20/2003 0:00,Classic Cars
10204,48,4368.96,12/2/2003 0:00,Classic Cars
10212,46,8,1/16/2018 0:00,Classic Cars
10226,48,8,2/26/2018 0:00,Classic Cars
10241,27,8,4/13/2018 0:00,Classic Cars
10267,43,8,7/7/2018 0:00,Classic Cars
10279,48,8,8/9/2018 0:00,Classic Cars
10288,41,8,9/1/2018 0:00,Classic Cars
10301,22,2120.14,10/5/2003 0:00,Classic Cars
10311,46,8,10/16/2018 0:00,Classic Cars
10321,21,8,11/4/2018 0:00,Classic Cars
10332,31,8,11/17/2018 0:00,Classic Cars
10346,26,8,11/29/2018 0:00,Classic Cars
10368,20,7,1/19/2019 0:00,Classic Cars
10380,34,7,2/16/2019 0:00,Classic Cars
10407,43,7,4/22/2019 0:00,Classic Cars
10420,26,6,5/29/2019 0:00,Classic Cars
10105,50,3983.5,2/11/2003 0:00,Vintage Cars
10119,35,3169.95,4/28/2003 0:00,Vintage Cars
10129,50,3899.5,6/12/2003 0:00,Vintage Cars
10143,23,1851.73,8/10/2003 0:00,Vintage Cars
10155,37,2513.41,10/6/2003 0:00,Vintage Cars
10167,29,2431.94,10/23/2003 0:00,Vintage Cars
10178,21,1514.52,11/8/2003 0:00,Vintage Cars
10186,36,3079.44,11/14/2003 0:00,Vintage Cars
10197,22,1900.36,11/26/2003 0:00,Vintage Cars
10209,22,8,1/9/2018 0:00,Vintage Cars
10222,46,8,2/19/2018 0:00,Vintage Cars
10248,23,8,5/7/2018 0:00,Vintage Cars
10262,49,8,6/24/2018 0:00,Vintage Cars
10273,48,8,7/21/2018 0:00,Vintage Cars
10283,33,8,8/20/2018 0:00,Vintage Cars
10296,22,8,9/15/2018 0:00,Vintage Cars
10307,22,8,10/14/2018 0:00,Vintage Cars
10316,25,8,11/1/2018 0:00,Vintage Cars
10326,20,8,11/9/2018 0:00,Vintage Cars
10339,42,8,11/23/2018 0:00,Vintage Cars
10350,25,8,12/2/2018 0:00,Vintage Cars
10373,23,7,1/31/2019 0:00,Vintage Cars
10385,37,7,2/28/2019 0:00,Vintage Cars
10396,37,7,3/23/2019 0:00,Vintage Cars
10400,42,7,4/1/2019 0:00,Vintage Cars
10414,51,6,5/6/2019 0:00,Vintage Cars
10108,40,5448.8,3/3/2003 0:00,Classic Cars
10122,43,5494.97,5/8/2003 0:00,Classic Cars
10135,47,6336.07,7/2/2003 0:00,Classic Cars
10147,23,2906.97,9/5/2003 0:00,Classic Cars
10160,35,4767.7,10/11/2003 0:00,Classic Cars
10170,34,3819.56,11/4/2003 0:00,Classic Cars
10181,25,3861.75,11/12/2003 0:00,Classic Cars
10192,45,6319.35,11/20/2003 0:00,Classic Cars
10203,47,6996.42,12/2/2003 0:00,Classic Cars
10212,49,8,1/16/2018 0:00,Classic Cars
10225,40,8,2/22/2018 0:00,Classic Cars
10239,29,8,4/12/2018 0:00,Classic Cars
10253,39,8,6/1/2018 0:00,Classic Cars
10266,24,8,7/6/2018 0:00,Classic Cars
10278,25,8,8/6/2018 0:00,Classic Cars
10287,36,8,8/30/2018 0:00,Classic Cars
10301,50,7723.5,10/5/2003 0:00,Classic Cars
10310,45,8,10/16/2018 0:00,Classic Cars
10321,26,8,11/4/2018 0:00,Classic Cars
10331,21,8,11/17/2018 0:00,Classic Cars
10342,42,8,11/24/2018 0:00,Classic Cars
10355,32,8,12/7/2018 0:00,Classic Cars
10363,31,7,1/6/2019 0:00,Classic Cars
10378,33,7,2/10/2019 0:00,Classic Cars
10390,45,7,3/4/2019 0:00,Classic Cars
10405,76,7,4/14/2019 0:00,Classic Cars
10419,70,6,5/17/2019 0:00,Classic Cars
10106,50,3241.5,2/17/2003 0:00,Planes
10119,28,1968.12,4/28/2003 0:00,Planes
10131,50,4094.5,6/16/2003 0:00,Planes
10143,28,1853.32,8/10/2003 0:00,Planes
10155,44,3392.84,10/6/2003 0:00,Planes
10168,27,1971.54,10/28/2003 0:00,Planes
10178,30,2169.9,11/8/2003 0:00,Planes
10198,43,2846.17,11/27/2003 0:00,Planes
10210,29,8,1/12/2018 0:00,Planes
10222,48,8,2/19/2018 0:00,Planes
10235,33,8,4/2/2018 0:00,Planes
10250,40,8,5/11/2018 0:00,Planes
10262,48,8,6/24/2018 0:00,Planes
10275,41,8,7/23/2018 0:00,Planes
10284,21,8,8/21/2018 0:00,Planes
10296,32,8,9/15/2018 0:00,Planes
10308,43,8,10/15/2018 0:00,Planes
10316,30,8,11/1/2018 0:00,Planes
10328,35,8,11/12/2018 0:00,Planes
10339,45,8,11/23/2018 0:00,Planes
10351,34,8,12/3/2018 0:00,Planes
10361,26,8,12/17/2018 0:00,Planes
10373,39,7,1/31/2019 0:00,Planes
10386,41,7,3/1/2019 0:00,Planes
10398,41,7,3/30/2019 0:00,Planes
10401,64,7,4/3/2019 0:00,Planes
10416,18,6,5/10/2019 0:00,Planes
10100,49,1689.03,1/6/2003 0:00,Vintage Cars
10110,48,1654.56,3/18/2003 0:00,Vintage Cars
10124,46,1528.58,5/21/2003 0:00,Vintage Cars
10149,26,1013.48,9/12/2003 0:00,Vintage Cars
10162,37,1442.26,10/18/2003 0:00,Vintage Cars
10173,35,1163.05,11/5/2003 0:00,Vintage Cars
10182,23,971.98,11/12/2003 0:00,Vintage Cars
10193,22,902.66,11/21/2003 0:00,Vintage Cars
10204,39,1295.97,12/2/2003 0:00,Vintage Cars
10214,44,8,1/26/2018 0:00,Vintage Cars
10227,27,8,3/2/2018 0:00,Vintage Cars
10242,46,8,4/20/2018 0:00,Vintage Cars
10280,33,8,8/17/2018 0:00,Vintage Cars
10288,33,8,9/1/2018 0:00,Vintage Cars
10303,24,8,10/6/2018 0:00,Vintage Cars
10312,31,8,10/21/2018 0:00,Vintage Cars
10332,41,8,11/17/2018 0:00,Vintage Cars
10346,22,8,11/29/2018 0:00,Vintage Cars
10368,46,7,1/19/2019 0:00,Vintage Cars
10380,43,7,2/16/2019 0:00,Vintage Cars
10408,15,7,4/22/2019 0:00,Vintage Cars
10420,15,6,5/29/2019 0:00,Vintage Cars
10104,26,2921.62,1/31/2003 0:00,Classic Cars
10115,44,5568.64,4/4/2003 0:00,Classic Cars
10127,20,1939.8,6/3/2003 0:00,Classic Cars
10141,40,3784.8,8/1/2003 0:00,Classic Cars
10152,23,2802.09,9/25/2003 0:00,Classic Cars
10165,24,2384.64,10/22/2003 0:00,Classic Cars
10176,29,2915.66,11/6/2003 0:00,Classic Cars
10184,49,5795.72,11/14/2003 0:00,Classic Cars
10195,34,3699.88,11/25/2003 0:00,Classic Cars
10207,28,2980.6,12/9/2003 0:00,Classic Cars
10220,37,8,2/12/2018 0:00,Classic Cars
10230,45,8,3/15/2018 0:00,Classic Cars
10246,46,8,5/5/2018 0:00,Classic Cars
10271,22,8,7/20/2018 0:00,Classic Cars
10282,39,8,8/20/2018 0:00,Classic Cars
10292,27,8,9/8/2018 0:00,Classic Cars
10305,36,8,10/13/2018 0:00,Classic Cars
10314,38,8,10/22/2018 0:00,Classic Cars
10325,44,8,11/5/2018 0:00,Classic Cars
10336,31,8,11/20/2018 0:00,Classic Cars
10349,23,8,12/1/2018 0:00,Classic Cars
10359,22,8,12/15/2018 0:00,Classic Cars
10371,28,7,1/23/2019 0:00,Classic Cars
10383,21,7,2/22/2019 0:00,Classic Cars
10394,37,7,3/15/2019 0:00,Classic Cars
10412,31,6,5/3/2019 0:00,Classic Cars
10103,25,2873,1/29/2003 0:00,Vintage Cars
10111,26,2253.68,3/25/2003 0:00,Vintage Cars
10126,34,3576.12,5/28/2003 0:00,Vintage Cars
10139,29,3276.13,7/16/2003 0:00,Vintage Cars
10149,20,1811.4,9/12/2003 0:00,Vintage Cars
10163,42,3845.1,10/20/2003 0:00,Vintage Cars
10173,22,2571.14,11/5/2003 0:00,Vintage Cars
10183,47,5035.11,11/13/2003 0:00,Vintage Cars
10193,20,2279,11/21/2003 0:00,Vintage Cars
10206,33,3213.87,12/5/2003 0:00,Vintage Cars
10215,39,8,1/29/2018 0:00,Vintage Cars
10228,33,8,3/10/2018 0:00,Vintage Cars
10244,40,8,4/29/2018 0:00,Vintage Cars
10257,46,8,6/14/2018 0:00,Vintage Cars
10269,48,8,7/16/2018 0:00,Vintage Cars
10280,21,8,8/17/2018 0:00,Vintage Cars
10290,45,8,9/7/2018 0:00,Vintage Cars
10304,33,8,10/11/2018 0:00,Vintage Cars
10312,44,8,10/21/2018 0:00,Vintage Cars
10324,33,8,11/5/2018 0:00,Vintage Cars
10333,39,8,11/18/2018 0:00,Vintage Cars
10348,39,8,11/1/2018 0:00,Vintage Cars
10358,41,8,12/10/2018 0:00,Vintage Cars
10369,40,7,1/20/2019 0:00,Vintage Cars
10382,33,7,2/17/2019 0:00,Vintage Cars
10423,28,6,5/30/2019 0:00,Vintage Cars
10106,26,1657.76,2/17/2003 0:00,Planes
10120,29,2479.21,4/29/2003 0:00,Planes
10133,46,3565.92,6/27/2003 0:00,Planes
10145,33,2797.41,8/25/2003 0:00,Planes
10168,48,3756,10/28/2003 0:00,Planes
10210,40,8,1/12/2018 0:00,Planes
10223,23,8,2/20/2018 0:00,Planes
10235,40,8,4/2/2018 0:00,Planes
10250,37,8,5/11/2018 0:00,Planes
10263,24,8,6/28/2018 0:00,Planes
10275,27,8,7/23/2018 0:00,Planes
10284,21,8,8/21/2018 0:00,Planes
10297,23,8,9/16/2018 0:00,Planes
10308,44,8,10/15/2018 0:00,Planes
10317,35,8,11/2/2018 0:00,Planes
10328,43,8,11/12/2018 0:00,Planes
10340,40,8,11/24/2018 0:00,Planes
10353,35,8,12/4/2018 0:00,Planes
10361,25,8,12/17/2018 0:00,Planes
10375,43,7,2/3/2019 0:00,Planes
10386,50,7,3/1/2019 0:00,Planes
10398,45,7,3/30/2019 0:00,Planes
10401,52,7,4/3/2019 0:00,Planes
10416,48,6,5/10/2019 0:00,Planes
10108,31,2130.01,3/3/2003 0:00,Classic Cars
10122,29,2063.06,5/8/2003 0:00,Classic Cars
10135,23,2008.13,7/2/2003 0:00,Classic Cars
10147,31,2004.77,9/5/2003 0:00,Classic Cars
10159,23,1543.3,10/10/2003 0:00,Classic Cars
10169,24,2269.92,11/4/2003 0:00,Classic Cars
10180,28,1991.92,11/11/2003 0:00,Classic Cars
10191,44,2916.76,11/20/2003 0:00,Classic Cars
